listener_id,country,age_group,gender,subscription_type,signup_date
2469,Canada,35-44,Female,free,2024-05-26
2470,Germany,25-34,Male,free,2022-09-21
2471,Germany,18-24,Male,premium,2022-08-27
2472,Canada,25-34,Female,premium,2022-12-17
2473,Germany,35-44,Other,free,2024-06-11
2474,Germany,25-34,Other,free,2022-09-12
2475,Germany,45+,Male,free,2023-11-16
2476,Australia,18-24,Other,free,2022-11-05
2477,USA,25-34,Male,free,2024-01-19
2478,Canada,45+,Other,free,2024-04-10
2479,Germany,35-44,Female,free,2023-08-30
2480,Australia,25-34,Other,premium,2024-04-28
2481,Canada,35-44,Male,premium,2023-05-10
2482,UK,45+,Male,free,2022-02-26
2483,UK,35-44,Other,free,2024-08-07
2484,Germany,45+,Female,premium,2023-02-07
2485,Australia,45+,Male,free,2022-03-08
2486,Australia,45+,Male,free,2022-02-15
2487,Canada,25-34,Male,free,2023-08-29
2488,Canada,35-44,Male,free,2023-10-12
2489,Australia,35-44,Male,free,2023-01-04
2490,Canada,18-24,Female,free,2023-08-28
2491,Australia,18-24,Other,free,2022-08-20
2492,USA,18-24,Female,free,2023-02-06
2493,Australia,18-24,Female,free,2024-06-26
2494,UK,35-44,Male,free,2023-07-15
2495,Canada,45+,Female,premium,2022-01-23
2496,Australia,45+,Male,free,2023-07-28
2497,Australia,25-34,Female,free,2022-09-24
2498,Canada,45+,Male,free,2024-04-20
2499,USA,35-44,Male,free,2022-04-28
2500,USA,35-44,Female,free,2024-08-09
2501,Canada,35-44,Female,premium,2023-08-23
2502,India,25-34,Other,free,2023-08-24
2503,Canada,18-24,Other,free,2022-02-24
2504,Canada,45+,Other,premium,2022-06-02
2505,USA,35-44,Female,free,2022-08-27
2506,USA,35-44,Female,free,2022-09-22
2507,Canada,18-24,Male,free,2022-09-25
2508,Canada,35-44,Other,free,2024-06-25
2509,Canada,45+,Male,premium,2022-04-23
2510,USA,25-34,Male,free,2022-06-15
2511,Canada,35-44,Male,free,2023-10-30
2512,Canada,45+,Male,premium,2022-01-08
2513,Germany,35-44,Other,free,2023-12-15
2514,India,18-24,Male,free,2022-08-05
2515,UK,35-44,Female,free,2023-03-07
2516,India,35-44,Female,free,2022-10-19
2517,Germany,25-34,Female,premium,2024-06-11
2518,UK,18-24,Other,premium,2022-02-19
2519,Canada,18-24,Male,free,2022-04-17
2520,Germany,25-34,Other,free,2022-01-09
2521,Canada,35-44,Male,free,2024-01-15
2522,USA,45+,Other,free,2023-12-01
2523,Australia,18-24,Other,free,2023-04-01
2524,Germany,18-24,Male,free,2022-11-19
2525,USA,35-44,Other,premium,2022-11-05
2526,Germany,35-44,Male,premium,2024-04-29
2527,Germany,18-24,Female,free,2023-09-14
2528,USA,35-44,Female,free,2024-09-21
2529,UK,45+,Female,free,2022-05-25
2530,India,18-24,Other,premium,2024-01-10
2531,Canada,45+,Female,premium,2024-03-31
2532,Germany,45+,Male,premium,2023-02-16
2533,Canada,35-44,Female,free,2022-04-24
2534,Australia,45+,Female,free,2023-07-29
2535,USA,35-44,Other,free,2023-02-03
2536,Canada,25-34,Male,free,2022-10-02
2537,USA,35-44,Other,free,2022-05-04
2538,Canada,45+,Other,free,2022-03-27
2539,India,25-34,Male,free,2023-08-05
2540,India,35-44,Other,free,2022-02-16
2541,India,45+,Male,free,2023-12-12
2542,India,18-24,Female,free,2024-05-25
2543,India,18-24,Male,free,2024-08-01
2544,India,35-44,Male,free,2022-07-20
2545,USA,35-44,Male,free,2022-10-03
2546,Germany,18-24,Other,free,2023-07-03
2547,Canada,45+,Male,free,2023-12-16
2548,India,45+,Male,premium,2022-05-10
2549,USA,45+,Male,free,2023-03-24
2550,USA,35-44,Female,free,2024-09-08
2551,USA,25-34,Male,free,2024-03-14
2552,Germany,25-34,Other,premium,2023-01-24
2553,Canada,25-34,Male,free,2023-07-30
2554,Germany,25-34,Male,free,2022-09-20
2555,UK,25-34,Female,free,2024-08-23
2556,USA,35-44,Male,premium,2023-09-24
2557,UK,35-44,Other,premium,2022-10-05
2558,Australia,25-34,Male,free,2023-12-15
2559,India,35-44,Other,premium,2022-02-15
2560,India,35-44,Female,premium,2022-06-17
2561,Germany,25-34,Male,free,2023-03-21
2562,Canada,45+,Female,free,2023-09-14
2563,UK,35-44,Male,free,2022-02-15
2564,Canada,45+,Other,premium,2023-12-25
2565,Germany,35-44,Female,free,2023-06-24
2566,India,35-44,Male,premium,2022-03-28
2567,Canada,25-34,Other,free,2024-03-13
2568,Canada,35-44,Female,free,2023-01-20
2569,India,18-24,Male,premium,2023-10-31
2570,UK,18-24,Female,free,2022-09-22
2571,India,25-34,Male,free,2024-02-16
2572,Canada,45+,Other,free,2022-01-22
2573,UK,45+,Other,free,2024-02-07
2574,UK,45+,Female,free,2023-12-04
2575,India,18-24,Female,free,2023-03-26
2576,Canada,45+,Male,free,2024-09-02
2577,Germany,45+,Other,premium,2022-08-20
2578,Canada,25-34,Male,premium,2022-07-05
2579,USA,45+,Other,free,2022-11-22
2580,Australia,18-24,Female,premium,2022-07-02
2581,Germany,18-24,Male,free,2023-02-01
2582,UK,18-24,Male,free,2023-04-26
2583,Germany,25-34,Other,free,2023-02-07
2584,UK,25-34,Other,premium,2023-04-08
2585,UK,35-44,Other,premium,2023-02-21
2586,Germany,45+,Female,free,2022-07-21
2587,UK,25-34,Male,free,2022-03-06
2588,UK,18-24,Other,free,2024-08-13
2589,USA,18-24,Female,free,2024-06-26
2590,Canada,25-34,Other,free,2023-07-09
2591,Canada,25-34,Male,free,2024-01-03
2592,Australia,25-34,Other,premium,2022-01-17
2593,Australia,35-44,Male,free,2024-04-15
2594,USA,18-24,Female,premium,2024-03-07
2595,Australia,35-44,Female,free,2022-07-02
2596,Germany,35-44,Other,free,2023-01-26
2597,India,45+,Male,premium,2022-02-13
2598,India,18-24,Male,premium,2024-08-30
2599,India,18-24,Male,free,2024-06-19
2600,USA,25-34,Other,free,2023-12-01
2601,USA,25-34,Male,premium,2024-06-20
2602,UK,45+,Male,free,2023-04-27
2603,India,35-44,Male,free,2022-09-20
2604,Germany,25-34,Male,free,2022-06-23
2605,Australia,25-34,Other,premium,2023-03-17
2606,Germany,18-24,Other,premium,2023-07-20
2607,Australia,18-24,Male,premium,2022-08-08
2608,India,25-34,Male,free,2023-07-12
2609,India,18-24,Female,free,2023-01-29
2610,India,45+,Female,free,2024-02-11
2611,USA,25-34,Male,premium,2022-07-14
2612,Australia,18-24,Male,free,2023-02-13
2613,USA,45+,Female,free,2023-04-16
2614,USA,18-24,Female,free,2022-12-13
2615,Canada,18-24,Male,free,2023-04-07
2616,Germany,18-24,Other,premium,2022-03-02
2617,Germany,25-34,Other,free,2022-06-15
2618,UK,35-44,Male,premium,2023-11-03
2619,USA,18-24,Male,free,2022-05-31
2620,Australia,45+,Female,premium,2022-04-21
2621,Canada,25-34,Female,premium,2023-05-03
2622,Canada,25-34,Other,free,2023-07-03
2623,Germany,45+,Male,premium,2022-01-03
2624,USA,18-24,Female,free,2023-04-28
2625,UK,35-44,Other,premium,2022-01-13
2626,USA,18-24,Other,premium,2022-06-11
2627,India,45+,Other,premium,2022-12-10
2628,USA,25-34,Female,free,2023-03-25
2629,India,35-44,Female,free,2022-11-28
2630,India,25-34,Male,free,2022-09-21
2631,UK,45+,Male,free,2022-03-24
2632,Australia,18-24,Other,premium,2024-02-16
2633,Germany,35-44,Other,premium,2024-07-12
2634,USA,25-34,Female,premium,2022-11-30
2635,India,25-34,Female,free,2023-01-15
2636,USA,25-34,Male,premium,2022-08-07
2637,Australia,18-24,Male,premium,2023-10-20
2638,Germany,35-44,Male,premium,2024-03-20
2639,Australia,18-24,Female,free,2024-03-19
2640,Germany,18-24,Other,free,2023-03-30
2641,Canada,18-24,Male,free,2023-11-04
2642,Germany,45+,Male,free,2024-01-11
2643,UK,45+,Female,free,2024-01-16
2644,Australia,45+,Male,premium,2022-03-30
2645,India,35-44,Other,free,2022-11-29
2646,Canada,18-24,Female,free,2022-11-06
2647,UK,18-24,Male,free,2023-12-28
2648,USA,45+,Male,premium,2023-02-24
2649,Australia,18-24,Female,premium,2023-09-01
2650,India,18-24,Female,premium,2023-12-26
2651,Germany,25-34,Male,free,2022-12-20
2652,India,18-24,Other,free,2024-04-03
2653,USA,25-34,Female,premium,2022-04-10
2654,Canada,18-24,Other,free,2022-05-25
2655,Canada,35-44,Male,free,2022-01-10
2656,Australia,45+,Other,free,2024-09-09
2657,Canada,25-34,Male,free,2022-02-13
2658,Australia,45+,Male,premium,2024-02-02
2659,Australia,25-34,Male,free,2023-01-21
2660,Australia,25-34,Male,free,2024-01-09
2661,Germany,25-34,Other,free,2024-06-28
2662,UK,35-44,Male,free,2024-01-31
2663,Australia,18-24,Male,free,2023-05-10
2664,Australia,25-34,Other,free,2023-05-08
2665,UK,35-44,Female,free,2022-06-18
2666,India,25-34,Other,free,2023-10-04
2667,Australia,18-24,Other,free,2023-06-15
2668,Germany,25-34,Other,free,2022-12-02
2669,Canada,35-44,Male,free,2024-01-17
2670,Canada,18-24,Male,free,2024-05-06
2671,USA,35-44,Male,premium,2023-05-28
2672,USA,18-24,Female,free,2022-05-10
2673,Canada,18-24,Male,free,2023-06-23
2674,Canada,45+,Female,free,2023-05-29
2675,Germany,45+,Male,premium,2022-09-07
2676,UK,45+,Other,free,2024-01-04
2677,USA,18-24,Male,free,2024-08-04
2678,UK,25-34,Female,premium,2022-05-18
2679,Germany,35-44,Female,premium,2022-10-02
2680,Canada,35-44,Male,premium,2023-04-09
2681,Australia,35-44,Other,free,2022-05-21
2682,UK,45+,Male,free,2024-08-01
2683,Canada,18-24,Male,free,2022-09-13
2684,Canada,45+,Male,premium,2024-05-31
2685,India,25-34,Other,free,2024-04-03
2686,UK,18-24,Female,free,2023-04-01
2687,Australia,35-44,Other,premium,2024-08-09
2688,UK,45+,Female,premium,2023-03-10
2689,Canada,45+,Female,premium,2023-08-30
2690,Australia,25-34,Female,premium,2022-06-22
2691,Germany,25-34,Other,premium,2023-04-18
2692,India,45+,Male,free,2024-08-12
2693,Canada,25-34,Male,premium,2023-02-27
2694,USA,35-44,Male,premium,2024-07-05
2695,USA,25-34,Male,free,2023-03-15
2696,India,25-34,Male,free,2022-02-26
2697,Germany,45+,Other,premium,2023-05-13
2698,Canada,45+,Other,free,2023-09-06
2699,UK,18-24,Other,premium,2022-06-18
2700,India,18-24,Other,free,2024-09-15
2701,Germany,45+,Other,free,2023-08-05
2702,UK,25-34,Other,free,2024-04-29
2703,USA,25-34,Other,free,2023-07-15
2704,USA,18-24,Male,free,2023-03-04
2705,UK,18-24,Female,free,2023-02-23
2706,India,18-24,Other,free,2022-12-13
2707,USA,35-44,Female,free,2023-06-01
2708,Canada,35-44,Other,free,2023-03-31
2709,Australia,18-24,Other,free,2023-12-15
2710,UK,25-34,Male,premium,2022-07-21
2711,UK,18-24,Female,free,2022-06-28
2712,USA,35-44,Male,free,2022-02-26
2713,India,25-34,Male,free,2023-11-29
2714,Canada,35-44,Female,free,2023-08-27
2715,India,25-34,Male,free,2024-03-14
2716,Germany,35-44,Other,free,2024-06-24
2717,Germany,25-34,Other,premium,2024-08-03
2718,Australia,25-34,Other,premium,2024-09-21
2719,USA,25-34,Other,premium,2023-05-16
2720,USA,25-34,Other,free,2024-01-09
2721,USA,45+,Male,free,2024-07-21
2722,Australia,35-44,Male,free,2022-04-22
2723,Germany,35-44,Other,premium,2022-05-28
2724,India,45+,Other,premium,2024-02-20
2725,Australia,25-34,Male,free,2023-12-16
2726,Australia,25-34,Female,free,2023-01-13
2727,India,35-44,Male,free,2024-05-26
2728,USA,45+,Male,premium,2024-07-03
2729,Canada,25-34,Male,premium,2022-12-14
2730,India,25-34,Male,free,2022-12-24
2731,Germany,25-34,Male,premium,2022-02-25
2732,UK,18-24,Female,free,2024-03-23
2733,UK,45+,Other,premium,2022-11-12
2734,Australia,25-34,Other,premium,2024-08-21
2735,UK,18-24,Female,premium,2022-07-04
2736,Canada,45+,Other,free,2022-02-23
2737,USA,25-34,Other,free,2022-02-06
2738,Germany,35-44,Other,free,2023-12-24
2739,Canada,18-24,Female,free,2024-03-15
2740,Germany,18-24,Female,premium,2022-09-27
2741,Germany,25-34,Other,free,2024-05-12
2742,USA,25-34,Other,free,2024-01-02
2743,Australia,18-24,Other,premium,2023-05-23
2744,UK,35-44,Male,free,2022-08-16
2745,USA,35-44,Male,free,2023-03-04
2746,Canada,45+,Male,free,2024-05-19
2747,Australia,25-34,Female,free,2023-12-24
2748,Canada,35-44,Other,free,2024-03-20
2749,Australia,45+,Female,premium,2022-01-01
2750,Canada,35-44,Female,free,2022-01-23
2751,USA,25-34,Female,premium,2023-05-18
2752,Australia,45+,Other,free,2023-03-24
2753,Australia,45+,Male,free,2024-03-06
2754,Germany,45+,Other,free,2023-05-11
2755,Germany,35-44,Other,free,2024-06-18
2756,India,25-34,Female,free,2023-03-01
2757,Canada,45+,Female,free,2023-12-01
2758,Germany,18-24,Female,free,2022-01-18
2759,India,25-34,Male,free,2024-08-16
2760,Germany,18-24,Male,free,2023-03-21
2761,Canada,18-24,Male,free,2023-07-15
2762,Australia,45+,Other,premium,2023-07-13
2763,UK,45+,Female,premium,2023-09-19
2764,Canada,35-44,Other,free,2022-02-08
2765,USA,35-44,Male,free,2023-12-30
2766,Germany,35-44,Female,premium,2022-07-29
2767,Germany,25-34,Male,free,2024-02-13
2768,Australia,35-44,Female,premium,2022-07-30
2769,USA,18-24,Female,free,2023-07-19
2770,Australia,35-44,Other,premium,2024-08-29
2771,USA,45+,Other,free,2022-10-08
2772,UK,35-44,Male,premium,2024-05-16
2773,Germany,25-34,Other,free,2024-04-12
2774,Germany,25-34,Other,free,2022-05-13
2775,UK,18-24,Other,free,2023-03-25
2776,India,25-34,Female,free,2022-09-21
2777,Australia,35-44,Other,premium,2024-03-17
2778,UK,45+,Male,free,2022-04-21
2779,Australia,25-34,Female,premium,2023-07-09
2780,Canada,18-24,Female,free,2024-04-29
2781,Germany,35-44,Other,premium,2022-08-26
2782,Australia,18-24,Female,free,2024-06-09
2783,USA,25-34,Male,premium,2023-04-02
2784,Australia,25-34,Male,premium,2024-06-19
2785,Canada,18-24,Female,free,2024-01-29
2786,Germany,35-44,Other,premium,2023-05-31
2787,UK,25-34,Other,premium,2024-05-25
2788,Canada,45+,Female,free,2024-05-10
2789,Germany,25-34,Male,free,2024-06-15
2790,Australia,35-44,Female,free,2024-05-11
2791,India,25-34,Other,premium,2024-04-03
2792,India,18-24,Other,free,2022-06-22
2793,USA,25-34,Female,free,2022-07-12
2794,Germany,25-34,Male,free,2023-05-30
2795,India,35-44,Female,free,2024-02-29
2796,UK,18-24,Male,premium,2024-08-25
2797,Germany,35-44,Male,premium,2023-07-22
2798,UK,25-34,Female,free,2024-02-25
2799,UK,45+,Female,free,2023-02-13
2800,India,25-34,Male,premium,2023-11-19
2801,Germany,35-44,Male,free,2023-09-20
2802,Australia,45+,Male,free,2022-03-25
2803,Canada,35-44,Male,free,2023-11-02
2804,India,35-44,Other,free,2024-03-08
2805,India,18-24,Female,free,2022-03-21
2806,Australia,45+,Male,premium,2023-08-01
2807,Germany,25-34,Female,free,2022-07-28
2808,Germany,35-44,Male,premium,2023-06-06
2809,UK,25-34,Female,free,2022-07-18
2810,Australia,18-24,Female,free,2023-07-25
2811,Australia,18-24,Male,premium,2022-08-22
2812,Germany,45+,Male,free,2024-03-29
2813,UK,18-24,Female,free,2022-09-01
2814,India,18-24,Female,free,2024-06-09
2815,USA,25-34,Female,free,2023-01-28
2816,Canada,18-24,Other,premium,2023-07-20
2817,India,18-24,Male,free,2023-03-22
2818,Germany,35-44,Other,premium,2024-04-28
2819,Canada,18-24,Other,free,2023-01-28
2820,USA,35-44,Male,free,2022-01-09
2821,USA,18-24,Male,premium,2023-09-05
2822,UK,18-24,Other,premium,2024-07-08
2823,Canada,45+,Male,free,2024-03-17
2824,UK,45+,Female,free,2023-12-16
2825,India,35-44,Female,free,2024-06-22
2826,Australia,18-24,Other,free,2022-06-02
2827,Australia,25-34,Other,premium,2022-04-20
2828,Australia,45+,Male,premium,2024-04-13
2829,Canada,25-34,Male,free,2022-09-23
2830,Australia,45+,Other,premium,2023-01-08
2831,India,45+,Other,free,2022-06-01
2832,UK,18-24,Female,free,2024-09-02
2833,Canada,45+,Female,free,2023-08-18
2834,UK,25-34,Male,premium,2024-08-12
2835,Canada,45+,Female,premium,2023-02-19
2836,UK,35-44,Male,free,2024-06-25
2837,USA,18-24,Male,free,2023-10-08
2838,UK,18-24,Male,premium,2022-11-22
2839,Australia,35-44,Female,free,2023-11-03
2840,USA,35-44,Other,free,2023-07-05
2841,UK,35-44,Other,premium,2022-06-25
2842,Canada,45+,Female,premium,2023-06-09
2843,Canada,18-24,Other,free,2022-11-11
2844,Canada,35-44,Male,free,2022-03-08
2845,Germany,45+,Other,free,2024-08-09
2846,India,35-44,Female,free,2024-01-30
2847,Canada,25-34,Other,premium,2023-07-07
2848,USA,25-34,Male,free,2022-07-03
2849,Canada,18-24,Male,premium,2022-02-04
2850,Germany,45+,Female,free,2024-07-22
2851,Australia,25-34,Female,free,2023-05-20
2852,USA,25-34,Female,free,2024-04-28
2853,Germany,45+,Male,premium,2024-08-20
2854,Australia,35-44,Other,free,2024-03-12
2855,USA,45+,Other,free,2022-03-17
2856,UK,35-44,Female,free,2023-04-17
2857,India,25-34,Other,free,2023-08-05
2858,India,25-34,Other,free,2024-01-16
2859,Germany,25-34,Female,free,2023-06-07
2860,Australia,18-24,Female,free,2024-05-29
2861,India,18-24,Male,free,2022-10-10
2862,Australia,18-24,Male,free,2024-03-26
2863,Australia,45+,Male,free,2023-06-20
2864,Germany,25-34,Male,free,2022-10-01
2865,Germany,25-34,Other,free,2023-06-23
2866,Germany,45+,Other,free,2022-02-23
2867,India,18-24,Male,premium,2022-02-24
2868,Germany,45+,Male,free,2024-06-06
2869,India,18-24,Female,free,2024-01-15
2870,Germany,25-34,Other,free,2022-10-04
2871,Canada,35-44,Other,premium,2023-03-19
2872,Australia,18-24,Male,premium,2024-06-01
2873,Germany,25-34,Other,free,2023-02-22
2874,USA,25-34,Female,free,2023-09-24
2875,Australia,35-44,Female,free,2022-08-13
2876,Australia,25-34,Other,premium,2023-07-24
2877,Germany,25-34,Male,premium,2022-09-12
2878,UK,18-24,Other,free,2022-06-25
2879,Germany,18-24,Female,premium,2023-07-20
2880,Australia,35-44,Male,premium,2022-05-26
2881,USA,35-44,Other,free,2024-02-10
2882,Australia,25-34,Male,free,2023-10-26
2883,USA,18-24,Male,free,2023-01-20
2884,India,35-44,Female,free,2022-09-19
2885,Canada,35-44,Male,premium,2023-06-15
2886,Australia,45+,Other,free,2024-05-03
2887,Germany,35-44,Male,premium,2023-01-06
2888,India,25-34,Male,premium,2023-11-14
2889,Canada,18-24,Other,free,2024-06-09
2890,Germany,35-44,Female,free,2024-06-22
2891,UK,45+,Female,premium,2022-07-16
2892,Germany,18-24,Other,premium,2024-08-05
2893,USA,35-44,Other,premium,2023-08-08
2894,USA,45+,Female,free,2024-03-25
2895,UK,35-44,Male,free,2023-08-20
2896,India,18-24,Other,free,2022-10-11
2897,Canada,18-24,Male,premium,2022-10-29
2898,Germany,18-24,Other,free,2022-05-12
2899,USA,25-34,Female,premium,2022-04-30
2900,India,35-44,Male,free,2023-12-29
2901,UK,25-34,Male,premium,2022-05-16
2902,Australia,18-24,Other,free,2023-09-20
2903,USA,45+,Male,free,2023-07-27
2904,UK,35-44,Other,free,2023-06-13
2905,Germany,25-34,Female,free,2022-02-03
2906,Canada,35-44,Male,free,2023-06-16
2907,USA,45+,Other,free,2022-07-27
2908,USA,25-34,Male,free,2024-08-27
2909,Germany,18-24,Other,free,2023-11-05
2910,Australia,25-34,Other,premium,2022-10-26
2911,India,35-44,Other,free,2023-06-06
2912,Canada,35-44,Female,free,2022-04-04
2913,USA,35-44,Male,premium,2023-02-18
2914,Canada,35-44,Female,free,2023-01-06
2915,USA,18-24,Other,premium,2023-02-13
2916,Canada,25-34,Other,free,2023-01-18
2917,UK,18-24,Female,free,2023-03-17
2918,USA,18-24,Female,free,2024-05-27
2919,Canada,18-24,Male,free,2023-03-23
2920,India,35-44,Other,free,2023-09-11
2921,UK,35-44,Female,free,2023-09-09
2922,UK,35-44,Other,free,2022-03-12
2923,India,25-34,Other,free,2024-07-31
2924,Canada,45+,Male,free,2022-03-25
2925,Germany,35-44,Male,free,2022-07-28
2926,India,25-34,Male,free,2022-09-16
2927,Canada,35-44,Female,free,2022-08-27
2928,India,35-44,Other,free,2022-10-29
2929,India,18-24,Female,free,2022-08-20
2930,USA,18-24,Female,free,2024-07-20
2931,Canada,18-24,Male,free,2022-10-09
2932,Germany,25-34,Other,free,2023-01-29
2933,USA,45+,Other,free,2023-02-22
2934,India,45+,Male,free,2022-07-25
2935,Australia,25-34,Other,free,2022-09-21
2936,India,35-44,Male,free,2022-11-07
2937,India,25-34,Female,free,2024-05-08
2938,Canada,35-44,Female,free,2024-06-24
2939,Canada,25-34,Male,free,2023-11-28
2940,USA,25-34,Female,premium,2023-09-18
2941,Germany,25-34,Female,premium,2022-03-20
2942,USA,45+,Male,free,2024-05-18
2943,UK,18-24,Female,free,2022-12-08
2944,India,25-34,Other,free,2024-03-23
2945,Australia,45+,Female,premium,2023-07-16
2946,India,18-24,Male,free,2024-04-11
2947,India,18-24,Other,premium,2022-04-05
2948,USA,25-34,Other,free,2024-02-09
2949,Australia,35-44,Female,free,2024-07-29
2950,Australia,35-44,Other,free,2022-12-17
2951,Australia,35-44,Male,free,2022-03-03
2952,USA,25-34,Other,free,2022-05-22
2953,India,35-44,Female,free,2024-04-21
2954,USA,45+,Female,free,2024-01-04
2955,Canada,45+,Other,premium,2024-05-17
2956,Canada,45+,Male,free,2022-04-21
2957,USA,45+,Male,free,2023-09-08
2958,Australia,18-24,Female,free,2023-06-11
2959,India,45+,Female,premium,2024-02-21
2960,USA,35-44,Male,premium,2023-11-02
2961,USA,25-34,Other,free,2022-06-06
2962,USA,35-44,Other,free,2023-06-23
2963,UK,45+,Other,free,2023-08-20
2964,Canada,18-24,Other,free,2022-01-09
2965,Australia,45+,Male,free,2022-10-03
2966,Germany,25-34,Female,premium,2022-08-15
2967,Australia,35-44,Female,free,2022-07-05
2968,Germany,25-34,Other,free,2023-08-14
2969,UK,25-34,Male,free,2022-08-04
2970,USA,25-34,Male,premium,2023-03-09
2971,UK,35-44,Other,free,2023-07-23
2972,UK,45+,Other,free,2023-10-18
2973,India,25-34,Other,free,2022-12-22
2974,Canada,35-44,Female,free,2024-04-22
2975,Germany,18-24,Other,premium,2023-01-27
2976,USA,35-44,Female,free,2023-08-02
2977,Germany,18-24,Male,premium,2022-10-02
2978,Australia,35-44,Male,free,2023-05-09
2979,Germany,45+,Female,free,2023-09-09
2980,Australia,25-34,Female,premium,2023-03-27
2981,Canada,45+,Female,free,2023-02-24
2982,Australia,35-44,Female,free,2024-09-11
2983,Germany,25-34,Other,free,2023-12-01
2984,Germany,18-24,Male,free,2022-06-13
2985,Australia,35-44,Other,free,2024-02-18
2986,UK,25-34,Female,premium,2023-07-17
2987,Canada,18-24,Other,premium,2023-09-30
2988,India,18-24,Other,free,2023-08-15
2989,USA,45+,Male,free,2022-07-02
2990,Germany,35-44,Other,free,2022-11-06
2991,USA,18-24,Male,free,2022-01-17
2992,India,25-34,Female,free,2023-03-22
2993,USA,18-24,Other,free,2022-06-19
2994,India,18-24,Female,free,2022-10-07
2995,Australia,45+,Male,free,2024-07-01
2996,UK,45+,Female,free,2024-03-26
2997,Germany,25-34,Female,free,2022-12-06
2998,India,45+,Male,premium,2023-12-27
2999,USA,18-24,Female,free,2023-12-11
3000,Germany,18-24,Female,free,2023-06-03
3001,UK,45+,Female,free,2024-06-28
3002,Australia,18-24,Other,free,2022-01-11
3003,Germany,18-24,Female,free,2023-06-08
3004,India,25-34,Male,free,2023-09-14
3005,UK,45+,Other,premium,2022-05-13
3006,USA,18-24,Other,free,2024-06-19
3007,UK,45+,Male,free,2023-10-02
3008,UK,25-34,Female,free,2022-05-28
3009,Canada,45+,Other,premium,2023-07-20
3010,UK,18-24,Other,premium,2024-04-02
3011,UK,45+,Other,premium,2024-08-11
3012,Germany,18-24,Female,free,2022-03-20
3013,USA,18-24,Other,premium,2022-12-12
3014,Germany,18-24,Male,free,2023-09-01
3015,Germany,25-34,Female,free,2022-09-06
3016,India,45+,Male,premium,2023-10-01
3017,Germany,25-34,Male,premium,2023-06-26
3018,Canada,45+,Other,free,2022-01-24
3019,Canada,25-34,Other,free,2023-04-16
3020,India,35-44,Other,free,2022-07-20
3021,Australia,18-24,Male,free,2022-05-11
3022,USA,18-24,Female,free,2023-09-26
3023,USA,25-34,Other,premium,2022-12-22
3024,Germany,35-44,Other,free,2024-08-01
3025,Germany,18-24,Male,premium,2024-04-18
3026,Australia,45+,Female,premium,2022-05-30
3027,Germany,25-34,Male,free,2023-06-10
3028,USA,18-24,Other,premium,2022-10-31
3029,UK,18-24,Male,free,2023-06-25
3030,Canada,25-34,Other,free,2022-02-19
3031,UK,25-34,Female,free,2023-04-09
3032,UK,45+,Male,free,2022-08-28
3033,USA,45+,Other,premium,2023-04-27
3034,UK,18-24,Other,premium,2024-06-24
3035,Australia,18-24,Other,free,2023-03-31
3036,India,25-34,Other,premium,2024-09-11
3037,Germany,18-24,Male,free,2022-10-10
3038,India,18-24,Other,premium,2022-12-01
3039,Canada,25-34,Male,free,2022-12-18
3040,Germany,18-24,Other,free,2023-10-30
3041,UK,18-24,Male,free,2023-10-11
3042,Canada,35-44,Male,free,2022-11-23
3043,Germany,45+,Other,free,2022-12-02
3044,Australia,25-34,Other,premium,2023-10-28
3045,Australia,35-44,Other,free,2024-09-21
3046,Australia,45+,Other,premium,2022-03-22
3047,Australia,45+,Female,premium,2022-03-28
3048,UK,45+,Other,free,2024-02-15
3049,India,35-44,Other,free,2022-09-15
3050,Germany,35-44,Other,premium,2024-09-17
3051,UK,45+,Male,free,2022-07-04
3052,Australia,18-24,Other,free,2023-11-23
3053,India,18-24,Male,free,2023-11-29
3054,Canada,35-44,Male,free,2022-05-03
3055,Canada,35-44,Male,premium,2024-06-07
3056,Canada,35-44,Male,free,2022-04-06
3057,Australia,45+,Female,free,2023-08-28
3058,Canada,18-24,Other,free,2023-05-30
3059,USA,35-44,Male,premium,2024-06-22
3060,Germany,35-44,Other,premium,2023-03-19
3061,Germany,25-34,Male,free,2023-05-29
3062,Australia,45+,Female,free,2024-09-17
3063,USA,25-34,Male,free,2024-08-15
3064,UK,18-24,Other,free,2023-01-06
3065,UK,25-34,Other,free,2022-11-01
3066,Canada,25-34,Female,premium,2022-12-23
3067,India,25-34,Other,free,2022-05-28
3068,UK,45+,Other,free,2022-10-12
3069,India,18-24,Male,premium,2023-10-19
3070,Germany,25-34,Other,free,2024-04-21
3071,India,45+,Male,free,2024-05-22
3072,Germany,18-24,Female,free,2024-07-06
3073,USA,35-44,Other,free,2022-09-19
3074,USA,25-34,Male,premium,2023-07-28
3075,Australia,18-24,Other,free,2023-05-06
3076,Australia,25-34,Male,free,2024-01-08
3077,Canada,35-44,Female,free,2022-01-31
3078,UK,18-24,Male,premium,2023-12-03
3079,Canada,45+,Other,free,2024-06-05
3080,Germany,18-24,Male,free,2022-09-25
3081,Canada,45+,Other,premium,2022-01-12
3082,India,18-24,Female,free,2022-07-10
3083,Germany,45+,Male,premium,2023-02-04
3084,Australia,35-44,Other,free,2023-06-21
3085,USA,35-44,Other,free,2024-07-06
3086,Australia,35-44,Other,free,2022-04-01
3087,UK,18-24,Male,free,2023-08-23
3088,Germany,35-44,Male,free,2024-04-23
3089,Germany,25-34,Male,free,2023-05-16
3090,India,35-44,Female,free,2024-02-25
