session_id,listener_id,episode_id,listen_start_time,listen_minutes,completion_percent,device,platform
17820,3719,197,2024-02-28 01:04:00,71,60,Mobile,iOS
17821,2291,245,2024-04-22 10:52:00,12,16,Desktop,Android
17822,4387,216,2024-10-09 06:15:00,5,6,Mobile,iOS
17823,2748,59,2024-01-26 20:08:00,53,67,Mobile,Android
17824,3591,228,2024-09-12 10:53:00,30,55,Tablet,Web
17825,737,204,2024-11-04 16:48:00,16,14,Mobile,iOS
17826,4087,41,2024-04-15 10:44:00,66,100,Mobile,Web
17827,171,292,2024-07-31 20:06:00,69,92,Mobile,Android
17828,2140,308,2024-01-05 13:10:00,58,50,Desktop,iOS
17829,3606,308,2024-03-19 08:35:00,56,100,Tablet,Web
17830,1382,76,2024-12-30 20:32:00,2,5,Mobile,iOS
17831,460,52,2024-02-14 10:32:00,86,100,Tablet,iOS
17832,1021,242,2024-05-12 10:45:00,52,59,Tablet,iOS
17833,4055,205,2024-01-08 20:51:00,85,100,Desktop,Android
17834,327,19,2024-01-18 03:38:00,39,34,Mobile,Android
17835,2429,180,2024-08-18 21:32:00,68,100,Tablet,Web
17836,3699,267,2024-10-27 09:19:00,17,54,Tablet,iOS
17837,2254,10,2024-03-19 23:25:00,55,100,Mobile,Web
17838,678,139,2024-02-15 08:02:00,20,41,Mobile,iOS
17839,4227,298,2024-04-25 03:40:00,62,87,Mobile,Android
17840,2852,13,2024-12-21 11:13:00,8,11,Desktop,iOS
17841,3422,370,2024-03-06 05:12:00,30,100,Desktop,Android
17842,2731,50,2024-08-25 05:49:00,16,18,Desktop,iOS
17843,814,226,2024-12-22 15:06:00,86,100,Mobile,iOS
17844,3180,188,2024-03-02 21:17:00,83,100,Desktop,Web
17845,4057,108,2024-04-09 14:29:00,65,97,Mobile,Web
17846,439,82,2024-04-12 19:00:00,56,100,Desktop,Android
17847,1196,166,2024-10-06 06:28:00,24,24,Mobile,Web
17848,4538,228,2024-12-31 09:46:00,89,100,Desktop,iOS
17849,1602,255,2024-05-29 01:51:00,90,78,Mobile,Android
17850,3918,194,2024-06-03 15:31:00,29,74,Desktop,Web
17851,4890,338,2024-11-01 07:05:00,39,37,Mobile,iOS
17852,550,223,2024-07-06 00:51:00,78,100,Mobile,Web
17853,1427,339,2024-03-20 16:57:00,3,5,Mobile,iOS
17854,358,278,2024-07-25 23:45:00,51,68,Desktop,iOS
17855,3390,319,2024-12-09 17:39:00,36,33,Tablet,iOS
17856,2568,291,2024-10-18 03:38:00,45,100,Tablet,iOS
17857,125,207,2024-10-19 04:15:00,69,70,Mobile,iOS
17858,2701,294,2024-08-28 17:23:00,32,100,Mobile,Web
17859,221,56,2024-10-31 17:27:00,52,100,Tablet,Android
17860,3736,246,2024-10-01 07:17:00,36,67,Mobile,Web
17861,3790,181,2024-09-28 23:46:00,89,100,Desktop,Web
17862,4116,175,2024-04-21 04:05:00,73,100,Mobile,Web
17863,3819,10,2024-04-03 12:42:00,34,35,Mobile,Web
17864,2674,276,2024-12-30 20:30:00,63,100,Desktop,Web
17865,3620,68,2024-04-19 11:06:00,87,100,Tablet,Web
17866,1008,149,2024-11-13 05:31:00,88,100,Tablet,Web
17867,3335,177,2024-12-27 20:57:00,11,45,Mobile,iOS
17868,2544,185,2024-06-24 15:50:00,28,100,Tablet,iOS
17869,1559,120,2024-01-09 01:48:00,75,72,Desktop,Android
17870,2100,173,2024-09-01 18:50:00,56,49,Tablet,Android
17871,2896,150,2024-01-06 07:23:00,51,96,Tablet,iOS
17872,2003,238,2024-07-30 12:56:00,23,32,Mobile,Web
17873,3686,176,2024-10-02 10:27:00,79,88,Mobile,iOS
17874,508,213,2024-05-27 15:21:00,71,80,Tablet,iOS
17875,4347,351,2024-06-10 18:16:00,38,100,Tablet,Android
17876,3790,107,2024-12-07 21:36:00,59,100,Desktop,Web
17877,949,90,2024-03-16 03:02:00,5,5,Mobile,Web
17878,977,143,2024-07-26 22:03:00,78,100,Tablet,Android
17879,2637,321,2024-10-26 05:40:00,57,100,Mobile,iOS
17880,343,4,2024-05-14 08:48:00,83,98,Mobile,Android
17881,4595,356,2024-07-10 15:48:00,55,100,Desktop,Web
17882,3122,216,2024-10-18 02:13:00,61,100,Desktop,Android
17883,2295,262,2024-09-28 20:45:00,62,100,Mobile,Android
17884,3514,248,2024-08-18 12:02:00,29,27,Tablet,Android
17885,3735,306,2024-09-10 23:47:00,72,100,Desktop,iOS
17886,4107,265,2024-05-16 12:53:00,18,15,Mobile,iOS
17887,3557,171,2024-01-17 01:44:00,81,100,Tablet,Web
17888,1709,50,2024-04-27 06:12:00,9,10,Desktop,iOS
17889,1528,124,2024-08-29 11:24:00,9,8,Desktop,Web
17890,923,116,2024-03-28 16:55:00,37,43,Desktop,Web
17891,3627,339,2024-10-21 21:48:00,56,48,Tablet,Android
17892,752,245,2024-01-27 20:27:00,2,5,Desktop,iOS
17893,4860,231,2024-01-05 16:41:00,54,100,Tablet,iOS
17894,4656,304,2024-07-23 15:48:00,31,47,Mobile,iOS
17895,2548,22,2024-01-23 04:54:00,80,100,Desktop,Android
17896,627,277,2024-04-05 07:28:00,57,47,Tablet,Web
17897,3123,358,2024-08-06 22:51:00,74,63,Tablet,Android
17898,586,177,2024-01-15 14:06:00,77,100,Tablet,Android
17899,1381,100,2024-03-01 19:00:00,21,18,Mobile,Web
17900,904,332,2024-08-05 18:21:00,15,22,Mobile,Web
17901,3555,332,2024-12-12 17:47:00,40,33,Desktop,iOS
17902,1983,385,2024-04-21 05:09:00,79,78,Mobile,iOS
17903,2476,293,2024-03-26 15:22:00,58,55,Tablet,iOS
17904,4183,368,2024-12-13 16:36:00,32,68,Mobile,Web
17905,72,145,2024-10-03 13:03:00,24,25,Mobile,iOS
17906,282,127,2024-11-03 08:31:00,34,30,Desktop,iOS
17907,2018,376,2024-06-13 13:06:00,28,100,Tablet,Web
17908,1153,64,2024-03-04 01:59:00,82,77,Mobile,iOS
17909,538,20,2024-10-06 00:14:00,31,30,Tablet,Web
17910,3173,309,2024-04-10 14:24:00,9,9,Desktop,Web
17911,996,117,2024-07-13 10:23:00,25,22,Mobile,Web
17912,1064,83,2024-03-21 11:37:00,8,10,Desktop,Web
17913,719,23,2024-03-24 14:19:00,7,7,Mobile,Web
17914,1925,46,2024-09-09 23:51:00,17,26,Desktop,Web
17915,1945,207,2024-09-28 23:21:00,18,33,Desktop,Web
17916,2191,261,2024-03-04 05:25:00,47,72,Tablet,Android
17917,2419,299,2024-08-29 13:27:00,78,100,Mobile,Android
17918,3536,98,2024-06-30 08:49:00,41,35,Mobile,iOS
17919,825,59,2024-12-06 06:59:00,61,51,Tablet,Web
17920,4978,65,2024-07-31 04:15:00,12,24,Mobile,Web
17921,1013,295,2024-10-19 03:58:00,66,100,Mobile,Android
17922,1375,337,2024-06-16 07:15:00,30,100,Mobile,Android
17923,831,2,2024-11-17 06:50:00,68,100,Mobile,iOS
17924,911,343,2024-02-10 10:17:00,21,100,Tablet,Android
17925,1867,180,2024-07-15 04:50:00,38,74,Desktop,Web
17926,3681,341,2024-03-02 23:37:00,36,100,Desktop,iOS
17927,4027,325,2024-12-22 07:15:00,16,30,Desktop,Android
17928,1225,257,2024-02-04 12:22:00,21,35,Desktop,iOS
17929,4589,124,2024-04-20 01:28:00,44,62,Tablet,iOS
17930,2325,323,2024-02-22 13:46:00,82,100,Desktop,Web
17931,4411,342,2024-08-20 09:04:00,63,92,Desktop,Web
17932,2263,233,2024-11-11 01:43:00,84,92,Desktop,iOS
17933,3060,368,2024-07-04 20:30:00,10,19,Mobile,Web
17934,228,320,2024-05-24 23:08:00,10,12,Tablet,Web
17935,1309,132,2024-02-07 00:46:00,20,86,Desktop,iOS
17936,1093,278,2024-08-01 04:11:00,67,100,Tablet,Web
17937,2604,199,2024-12-22 12:49:00,26,60,Desktop,Android
17938,2152,318,2024-10-15 04:35:00,41,100,Desktop,iOS
17939,831,158,2024-10-08 14:51:00,69,100,Desktop,Android
17940,706,340,2024-07-10 02:15:00,51,100,Mobile,Android
17941,521,82,2024-08-30 10:33:00,19,25,Mobile,Android
17942,2315,1,2024-02-29 03:29:00,22,61,Tablet,iOS
17943,4178,56,2024-10-26 04:34:00,16,53,Tablet,iOS
17944,2968,77,2024-01-08 20:05:00,5,33,Mobile,Web
17945,4627,222,2024-08-04 17:26:00,45,40,Desktop,Android
17946,3106,376,2024-06-05 09:25:00,68,100,Desktop,Web
17947,4913,242,2024-09-02 15:01:00,16,42,Tablet,Android
17948,3827,93,2024-12-28 01:04:00,62,100,Tablet,Android
17949,3684,264,2024-04-11 15:08:00,65,100,Desktop,Web
17950,1544,205,2024-09-26 17:14:00,10,15,Desktop,Android
17951,1274,94,2024-11-24 13:57:00,6,8,Tablet,iOS
17952,3864,238,2024-05-31 05:00:00,34,61,Tablet,iOS
17953,4856,296,2024-03-31 07:33:00,85,100,Tablet,Android
17954,2591,257,2024-05-21 13:38:00,58,69,Desktop,Web
17955,3319,370,2024-05-04 08:55:00,76,100,Mobile,Web
17956,1293,75,2024-01-14 19:37:00,39,100,Mobile,iOS
17957,686,40,2024-12-12 01:16:00,30,42,Mobile,Android
17958,3708,260,2024-12-11 18:59:00,67,100,Desktop,iOS
17959,1253,226,2024-01-03 19:30:00,39,39,Tablet,Android
17960,102,278,2024-01-30 10:33:00,63,100,Desktop,Android
17961,2959,294,2024-10-14 18:54:00,3,5,Mobile,Android
17962,450,222,2024-11-03 14:37:00,52,100,Desktop,Android
17963,4090,278,2024-07-23 17:18:00,89,100,Mobile,iOS
17964,4049,376,2024-02-21 15:09:00,76,100,Desktop,Android
17965,2987,109,2024-12-18 08:32:00,73,100,Desktop,Web
17966,4729,48,2024-04-21 15:55:00,37,84,Desktop,iOS
17967,3014,329,2024-09-28 03:39:00,58,100,Mobile,iOS
17968,3354,135,2024-08-14 10:30:00,59,72,Tablet,Android
17969,3086,98,2024-11-08 08:53:00,19,16,Mobile,Web
17970,2267,251,2024-11-10 08:14:00,39,33,Tablet,Web
17971,4606,80,2024-08-07 06:35:00,60,68,Mobile,iOS
17972,910,82,2024-04-18 12:31:00,29,56,Desktop,iOS
17973,2097,320,2024-11-15 05:10:00,45,76,Desktop,Web
17974,4816,155,2024-05-14 14:23:00,54,60,Tablet,iOS
17975,1826,299,2024-02-26 06:45:00,64,58,Mobile,iOS
17976,3420,311,2024-06-22 19:02:00,13,28,Tablet,iOS
17977,3531,211,2024-10-03 03:02:00,45,47,Tablet,Android
17978,3740,20,2024-01-25 17:37:00,63,100,Desktop,Android
17979,2943,133,2024-12-20 22:54:00,8,6,Desktop,Android
17980,1541,150,2024-08-23 20:55:00,69,100,Mobile,Web
17981,1648,317,2024-11-30 08:37:00,51,100,Mobile,Android
17982,1230,229,2024-04-04 05:19:00,89,100,Desktop,Android
17983,4752,315,2024-11-22 13:32:00,10,35,Desktop,iOS
17984,4133,342,2024-04-30 23:20:00,74,88,Mobile,iOS
17985,3608,327,2024-01-13 22:25:00,36,100,Tablet,Android
17986,1619,101,2024-07-28 00:55:00,74,100,Tablet,Android
17987,1467,79,2024-09-10 18:30:00,54,54,Tablet,Android
17988,67,290,2024-12-30 23:36:00,4,13,Mobile,Web
17989,670,199,2024-08-07 01:09:00,84,100,Mobile,Android
17990,1433,154,2024-10-20 06:41:00,81,80,Tablet,iOS
17991,2947,25,2024-04-16 17:07:00,80,100,Mobile,iOS
17992,2946,272,2024-12-09 11:26:00,55,100,Mobile,iOS
17993,975,118,2024-12-13 12:06:00,22,81,Desktop,Android
17994,1615,67,2024-01-23 23:42:00,61,67,Tablet,Android
17995,442,232,2024-06-17 21:39:00,13,26,Tablet,iOS
17996,1456,107,2024-01-22 07:05:00,28,37,Tablet,iOS
17997,4917,187,2024-10-03 00:04:00,8,7,Tablet,Android
17998,849,349,2024-06-30 20:45:00,2,6,Desktop,Android
17999,814,298,2024-06-16 19:19:00,71,62,Desktop,iOS
18000,1758,240,2024-11-28 21:58:00,21,70,Tablet,Android
18001,67,266,2024-11-08 12:12:00,18,15,Tablet,Web
18002,2333,216,2024-05-24 03:58:00,2,5,Tablet,Web
18003,1972,113,2024-06-20 11:25:00,58,52,Mobile,iOS
18004,2958,191,2024-11-29 05:48:00,8,6,Desktop,Android
18005,916,97,2024-11-24 22:52:00,50,53,Desktop,iOS
18006,4687,259,2024-06-12 02:28:00,35,38,Mobile,Android
18007,764,114,2024-04-20 07:22:00,5,7,Desktop,Web
18008,4124,103,2024-04-10 20:12:00,82,87,Tablet,Android
18009,1912,5,2024-12-21 12:49:00,33,68,Mobile,Android
18010,3049,321,2024-09-11 01:58:00,49,100,Mobile,Android
18011,4091,21,2024-05-07 17:04:00,21,37,Mobile,Android
18012,1307,273,2024-08-05 03:34:00,73,100,Tablet,Android
18013,3900,386,2024-02-11 05:58:00,38,60,Desktop,Android
18014,59,174,2024-11-19 06:52:00,4,5,Desktop,iOS
18015,4989,98,2024-03-28 06:30:00,50,100,Mobile,iOS
18016,3994,217,2024-03-04 06:01:00,47,100,Tablet,Web
18017,395,326,2024-12-24 15:35:00,59,57,Mobile,iOS
18018,1279,44,2024-08-28 14:49:00,19,61,Desktop,iOS
18019,2809,41,2024-03-16 14:33:00,23,42,Desktop,Web
18020,2011,292,2024-05-09 03:47:00,3,5,Mobile,Web
18021,964,91,2024-05-23 13:29:00,18,17,Mobile,Android
18022,2353,370,2024-11-09 23:30:00,52,48,Desktop,Android
18023,750,215,2024-12-21 11:18:00,2,5,Desktop,Web
18024,3400,208,2024-06-21 09:54:00,11,10,Desktop,iOS
18025,1352,265,2024-12-18 04:08:00,69,100,Desktop,iOS
18026,1374,311,2024-07-05 12:59:00,20,27,Desktop,Android
18027,825,41,2024-11-06 12:00:00,80,67,Tablet,Android
18028,4857,25,2024-04-10 21:33:00,11,26,Desktop,Web
18029,456,206,2024-12-22 13:33:00,61,77,Desktop,Web
18030,1522,99,2024-02-06 06:52:00,45,48,Tablet,Android
18031,3320,227,2024-09-05 02:26:00,71,94,Desktop,iOS
18032,3811,308,2024-01-25 16:19:00,63,100,Mobile,Android
18033,3890,139,2024-11-02 23:10:00,17,25,Desktop,Web
18034,1631,134,2024-12-02 06:52:00,39,66,Desktop,Web
18035,695,15,2024-04-09 18:37:00,41,100,Mobile,iOS
18036,840,172,2024-07-15 08:03:00,45,100,Desktop,iOS
18037,2741,177,2024-03-06 06:49:00,43,100,Desktop,iOS
18038,1494,295,2024-05-20 05:34:00,90,100,Tablet,Web
18039,1375,61,2024-02-04 14:37:00,54,94,Mobile,Android
18040,46,231,2024-07-04 00:08:00,34,100,Desktop,iOS
18041,1841,268,2024-10-29 11:32:00,84,85,Desktop,iOS
18042,4462,227,2024-09-14 04:47:00,42,38,Tablet,Web
18043,2019,378,2024-12-20 09:50:00,3,5,Tablet,iOS
18044,270,255,2024-05-06 04:08:00,11,68,Desktop,iOS
18045,1019,17,2024-04-23 21:17:00,50,84,Mobile,iOS
18046,4883,40,2024-06-17 21:06:00,42,46,Desktop,iOS
18047,1966,276,2024-06-28 16:43:00,37,72,Tablet,iOS
18048,2565,161,2024-11-12 21:32:00,68,68,Mobile,Web
18049,2882,39,2024-06-24 00:38:00,56,75,Mobile,Android
18050,2907,210,2024-07-11 09:29:00,11,17,Tablet,Android
18051,1732,350,2024-04-21 04:37:00,35,32,Tablet,Android
18052,4944,93,2024-09-22 22:24:00,32,38,Tablet,Web
18053,1354,184,2024-01-10 23:48:00,2,5,Mobile,iOS
18054,2474,210,2024-12-18 15:56:00,28,41,Mobile,Web
18055,2240,174,2024-09-10 17:21:00,84,70,Tablet,Web
18056,3256,117,2024-08-06 15:36:00,21,100,Desktop,iOS
18057,2960,11,2024-02-09 14:15:00,36,31,Tablet,iOS
18058,3246,311,2024-03-23 10:53:00,17,47,Desktop,iOS
18059,4995,264,2024-12-11 11:59:00,29,100,Mobile,iOS
18060,3843,323,2024-12-20 13:04:00,61,58,Mobile,iOS
18061,1331,14,2024-07-13 05:38:00,33,86,Tablet,Android
18062,3735,122,2024-07-19 17:28:00,58,100,Tablet,Android
18063,3358,312,2024-07-02 02:51:00,52,100,Tablet,iOS
18064,518,267,2024-03-15 09:58:00,83,100,Mobile,Android
18065,629,217,2024-05-25 08:12:00,21,20,Mobile,Android
18066,823,305,2024-04-10 04:17:00,48,52,Tablet,iOS
18067,4691,13,2024-07-29 23:39:00,35,53,Mobile,iOS
18068,4152,364,2024-10-24 00:47:00,85,100,Mobile,iOS
18069,1001,134,2024-07-07 03:17:00,74,81,Tablet,Android
18070,3895,183,2024-07-10 16:09:00,89,100,Tablet,iOS
18071,1028,123,2024-03-21 18:26:00,11,16,Mobile,Web
18072,1529,319,2024-04-26 03:39:00,69,69,Tablet,iOS
18073,2011,173,2024-07-01 04:38:00,71,69,Mobile,Web
18074,556,36,2024-11-10 16:13:00,76,100,Desktop,iOS
18075,4017,164,2024-01-10 17:18:00,71,62,Desktop,Web
18076,4869,248,2024-10-13 17:46:00,31,50,Tablet,iOS
18077,2275,328,2024-02-25 14:50:00,38,39,Desktop,Web
18078,1088,303,2024-12-18 02:19:00,83,100,Mobile,Web
18079,2206,20,2024-06-29 15:47:00,43,97,Mobile,iOS
18080,2646,230,2024-04-12 13:21:00,37,100,Desktop,Android
18081,4150,337,2024-06-12 05:44:00,3,5,Mobile,Web
18082,2087,378,2024-10-24 15:31:00,13,11,Tablet,Android
18083,2595,240,2024-02-26 02:32:00,54,100,Tablet,iOS
18084,4118,188,2024-02-05 19:31:00,20,23,Tablet,Android
18085,3153,326,2024-06-06 00:11:00,41,45,Mobile,Web
18086,540,371,2024-05-21 21:20:00,49,100,Mobile,Web
18087,3862,12,2024-04-03 12:38:00,74,100,Desktop,Web
18088,3016,76,2024-08-06 07:16:00,41,43,Tablet,iOS
18089,4048,212,2024-07-22 16:49:00,15,13,Desktop,iOS
18090,2176,266,2024-06-20 15:42:00,30,100,Tablet,iOS
18091,2934,376,2024-01-31 13:30:00,18,26,Desktop,Android
18092,4989,18,2024-10-08 20:55:00,6,13,Mobile,iOS
18093,3682,320,2024-07-11 15:14:00,37,77,Tablet,Android
18094,3573,42,2024-09-08 21:32:00,39,32,Desktop,Web
18095,729,338,2024-10-22 22:18:00,39,55,Mobile,iOS
18096,2040,127,2024-03-26 02:40:00,2,5,Desktop,Web
18097,2986,325,2024-03-19 04:45:00,70,100,Mobile,Android
18098,3955,231,2024-09-20 22:32:00,37,33,Mobile,iOS
18099,1098,192,2024-01-18 05:20:00,64,58,Desktop,Android
18100,4577,12,2024-02-23 15:28:00,85,83,Desktop,Web
18101,4537,210,2024-08-13 17:55:00,27,33,Desktop,iOS
18102,4927,277,2024-07-21 15:51:00,81,100,Tablet,iOS
18103,2075,386,2024-11-07 14:19:00,70,100,Desktop,Web
18104,2505,368,2024-03-15 08:10:00,20,21,Tablet,iOS
18105,1419,88,2024-07-26 07:18:00,25,43,Mobile,Web
18106,3861,184,2024-11-01 16:34:00,86,100,Tablet,iOS
18107,3218,108,2024-01-22 13:44:00,66,60,Tablet,iOS
18108,3653,118,2024-02-17 03:59:00,27,30,Tablet,Web
18109,1603,116,2024-11-25 17:44:00,23,43,Tablet,Web
18110,1189,115,2024-10-09 17:48:00,56,50,Mobile,iOS
18111,1205,261,2024-12-07 23:05:00,65,100,Tablet,Web
18112,2008,351,2024-05-17 08:55:00,19,100,Mobile,Web
18113,1690,154,2024-05-27 08:44:00,40,51,Tablet,Android
18114,4409,313,2024-10-10 07:41:00,84,100,Tablet,iOS
18115,4695,74,2024-09-08 04:06:00,50,48,Tablet,iOS
18116,2140,260,2024-06-07 17:48:00,71,100,Tablet,Android
18117,2247,90,2024-12-17 05:40:00,28,58,Mobile,Web
18118,1761,273,2024-07-31 16:31:00,76,100,Mobile,iOS
18119,1600,213,2024-05-09 05:46:00,74,100,Desktop,iOS
18120,2693,20,2024-03-25 11:15:00,47,62,Mobile,Android
18121,4109,141,2024-08-20 22:27:00,34,30,Mobile,iOS
18122,2051,216,2024-06-27 17:02:00,72,100,Tablet,iOS
18123,3519,165,2024-03-30 01:03:00,54,100,Mobile,iOS
18124,3717,151,2024-02-01 23:27:00,46,100,Tablet,Web
18125,821,143,2024-01-26 18:57:00,63,70,Mobile,Android
18126,4167,324,2024-04-20 19:14:00,78,69,Mobile,Web
18127,262,308,2024-08-23 02:46:00,22,62,Desktop,iOS
18128,2494,131,2024-05-01 04:22:00,20,62,Tablet,Web
18129,1994,189,2024-03-27 15:16:00,81,86,Tablet,iOS
18130,3157,19,2024-04-18 06:30:00,7,11,Mobile,Web
18131,145,186,2024-07-23 07:59:00,44,44,Tablet,iOS
18132,1482,97,2024-12-24 10:53:00,68,60,Tablet,iOS
18133,4808,299,2024-01-03 02:25:00,18,20,Mobile,Web
18134,2727,299,2024-12-02 15:35:00,56,54,Tablet,Web
18135,402,222,2024-03-30 19:25:00,19,34,Mobile,Web
18136,3636,357,2024-05-15 05:25:00,57,100,Mobile,iOS
18137,1773,246,2024-01-19 08:29:00,64,56,Mobile,Web
18138,2935,46,2024-12-31 16:10:00,61,100,Tablet,Android
18139,3618,364,2024-10-20 12:32:00,59,100,Desktop,Android
18140,11,160,2024-05-03 05:45:00,68,68,Mobile,Android
18141,3479,98,2024-05-07 15:11:00,18,16,Mobile,Web
18142,544,90,2024-03-17 13:14:00,52,74,Tablet,Web
18143,325,248,2024-04-07 03:56:00,22,34,Mobile,Web
18144,3466,257,2024-06-14 10:36:00,16,16,Desktop,Web
18145,2344,337,2024-05-16 22:38:00,36,33,Desktop,Web
18146,1171,335,2024-11-30 06:35:00,81,71,Desktop,Web
18147,3520,157,2024-04-26 03:38:00,51,59,Tablet,Web
18148,4061,61,2024-02-25 13:24:00,19,32,Desktop,Android
18149,2853,118,2024-05-08 08:57:00,39,33,Mobile,Web
18150,1243,107,2024-04-26 05:37:00,2,6,Tablet,Web
18151,4010,7,2024-10-24 21:39:00,65,60,Mobile,iOS
18152,375,229,2024-03-16 10:05:00,11,21,Desktop,Web
18153,3742,201,2024-08-26 00:44:00,13,17,Tablet,Android
18154,2620,273,2024-11-14 21:41:00,54,87,Tablet,iOS
18155,2109,324,2024-01-28 04:52:00,33,51,Desktop,iOS
18156,4821,106,2024-09-26 05:43:00,1,5,Mobile,iOS
18157,1672,129,2024-10-05 09:39:00,61,100,Desktop,Android
18158,4588,125,2024-02-28 17:22:00,39,44,Tablet,Android
18159,2095,372,2024-08-25 09:04:00,58,100,Tablet,iOS
18160,3567,358,2024-11-24 08:17:00,58,100,Mobile,Web
18161,397,270,2024-10-06 08:52:00,74,61,Mobile,Android
18162,3907,39,2024-04-23 10:28:00,66,56,Mobile,Android
18163,731,36,2024-07-10 18:44:00,6,5,Tablet,Web
18164,4389,91,2024-08-30 04:49:00,66,77,Desktop,Web
18165,145,209,2024-07-19 22:34:00,86,100,Desktop,Android
18166,3340,282,2024-01-14 19:25:00,38,37,Mobile,Web
18167,121,38,2024-04-02 14:46:00,87,80,Desktop,iOS
18168,905,376,2024-05-14 10:20:00,65,100,Mobile,Web
18169,1652,83,2024-05-25 12:25:00,46,100,Tablet,Web
18170,238,69,2024-01-16 22:56:00,8,8,Desktop,Android
18171,1487,130,2024-01-08 15:37:00,31,100,Mobile,iOS
18172,2155,373,2024-11-29 15:19:00,15,48,Tablet,iOS
18173,4691,245,2024-02-21 01:10:00,21,26,Tablet,iOS
18174,3197,93,2024-03-21 16:16:00,1,5,Mobile,iOS
18175,3572,123,2024-05-21 08:19:00,33,28,Desktop,iOS
18176,4651,300,2024-10-26 10:04:00,6,15,Tablet,iOS
18177,798,338,2024-10-21 16:25:00,11,31,Desktop,Android
18178,63,239,2024-11-29 11:32:00,17,85,Mobile,Android
18179,4382,189,2024-02-02 23:05:00,30,71,Desktop,Android
18180,708,291,2024-07-28 18:44:00,33,64,Tablet,iOS
18181,1615,19,2024-01-24 17:55:00,14,87,Mobile,iOS
18182,4334,215,2024-12-07 19:16:00,70,76,Mobile,iOS
18183,3352,105,2024-01-15 07:24:00,82,100,Tablet,Android
18184,738,221,2024-04-27 11:32:00,20,60,Tablet,iOS
18185,3550,202,2024-04-16 19:28:00,20,22,Tablet,Web
18186,4503,253,2024-11-21 18:08:00,35,100,Mobile,iOS
18187,370,261,2024-03-31 12:41:00,43,43,Desktop,Android
18188,3471,271,2024-10-31 20:29:00,38,52,Mobile,Web
18189,3945,84,2024-09-21 00:54:00,60,56,Mobile,Web
18190,3721,85,2024-10-25 17:55:00,33,100,Tablet,Android
18191,3014,194,2024-03-19 11:35:00,19,16,Desktop,Android
18192,1993,157,2024-05-18 05:18:00,18,72,Desktop,Android
18193,4065,146,2024-08-12 03:30:00,68,68,Mobile,Web
18194,216,161,2024-05-02 00:38:00,62,87,Tablet,Web
18195,3001,281,2024-04-24 01:33:00,22,44,Desktop,Android
18196,4123,42,2024-04-08 17:13:00,67,100,Mobile,Android
18197,2307,103,2024-10-18 16:23:00,51,85,Desktop,iOS
18198,42,245,2024-03-09 13:31:00,48,75,Tablet,iOS
18199,1071,199,2024-03-20 00:53:00,72,100,Tablet,iOS
18200,1444,332,2024-08-07 01:53:00,12,27,Desktop,Android
18201,3722,314,2024-09-02 01:40:00,88,100,Mobile,iOS
18202,4058,324,2024-06-16 06:41:00,18,19,Desktop,iOS
18203,1317,74,2024-08-27 13:58:00,4,8,Mobile,Web
18204,2249,143,2024-03-17 19:04:00,48,65,Mobile,Android
18205,934,260,2024-10-26 13:47:00,53,70,Desktop,Web
18206,1396,252,2024-10-18 19:17:00,17,28,Tablet,Android
18207,4933,283,2024-02-11 17:03:00,49,100,Desktop,Android
18208,2983,223,2024-03-04 23:55:00,20,57,Desktop,iOS
18209,2425,218,2024-11-29 04:06:00,64,100,Tablet,Web
18210,192,161,2024-09-28 06:46:00,4,6,Tablet,Web
18211,987,142,2024-02-19 22:21:00,52,100,Tablet,Web
18212,2355,51,2024-06-27 17:00:00,62,71,Desktop,Web
18213,729,328,2024-07-22 07:34:00,14,16,Desktop,Web
18214,170,235,2024-11-24 19:21:00,51,76,Tablet,iOS
18215,3561,57,2024-04-12 05:01:00,59,54,Tablet,Web
18216,3854,52,2024-10-04 07:12:00,39,65,Tablet,iOS
18217,4429,340,2024-03-18 11:04:00,60,100,Mobile,Android
18218,2628,146,2024-08-07 22:46:00,54,100,Mobile,Android
18219,3534,136,2024-01-13 07:33:00,83,89,Tablet,Android
18220,4641,37,2024-06-08 10:20:00,67,72,Tablet,Web
18221,4058,20,2024-06-07 11:31:00,59,100,Tablet,Android
18222,4577,90,2024-06-16 22:47:00,16,35,Desktop,Web
18223,4757,244,2024-12-28 19:49:00,46,52,Mobile,Android
18224,1621,257,2024-08-02 02:50:00,40,45,Mobile,Web
18225,2813,168,2024-11-06 06:06:00,44,44,Mobile,iOS
18226,2467,205,2024-12-27 04:31:00,26,26,Tablet,Android
18227,4471,356,2024-08-04 04:25:00,16,66,Desktop,Web
18228,4930,278,2024-11-29 19:40:00,83,100,Mobile,iOS
18229,2854,30,2024-03-21 21:53:00,65,100,Mobile,iOS
18230,1867,346,2024-02-10 14:01:00,43,47,Tablet,Android
18231,844,29,2024-07-15 09:52:00,60,100,Desktop,iOS
18232,1138,6,2024-02-04 01:54:00,55,100,Desktop,Web
18233,4513,208,2024-10-01 06:06:00,42,53,Tablet,Web
18234,2576,234,2024-09-02 11:20:00,69,89,Desktop,iOS
18235,3739,54,2024-12-12 00:31:00,66,100,Mobile,Android
18236,2799,332,2024-06-02 07:46:00,6,7,Mobile,iOS
18237,2383,140,2024-03-21 16:45:00,75,100,Desktop,Web
18238,3013,167,2024-12-10 02:05:00,56,77,Desktop,iOS
18239,4806,44,2024-02-08 16:27:00,83,100,Mobile,Web
